platform,rsa_bits,family,operation,payload_bytes,run_index,ops,total_ms,ms_per_op,throughput_mib_s
windows-mingw64,4096,hybrid,encrypt,104857600,17,1,207.785000,207.785000,481.266694
windows-mingw64,4096,hybrid,encrypt,104857600,18,1,204.122700,204.122700,489.901417
windows-mingw64,4096,hybrid,encrypt,104857600,19,1,208.386800,208.386800,479.876844
windows-mingw64,4096,hybrid,encrypt,104857600,20,1,194.372100,194.372100,514.477129
windows-mingw64,4096,hybrid,encrypt,104857600,21,1,200.082100,200.082100,499.794834
windows-mingw64,4096,hybrid,encrypt,104857600,22,1,223.719500,223.719500,446.988305
windows-mingw64,4096,hybrid,encrypt,104857600,23,1,208.798100,208.798100,478.931561
windows-mingw64,4096,hybrid,encrypt,104857600,24,1,195.556700,195.556700,511.360644
windows-mingw64,4096,hybrid,encrypt,104857600,25,1,201.722100,201.722100,495.731504
windows-mingw64,4096,hybrid,encrypt,104857600,26,1,193.443600,193.443600,516.946542
windows-mingw64,4096,hybrid,encrypt,104857600,27,1,198.417100,198.417100,503.988820
windows-mingw64,4096,hybrid,encrypt,104857600,28,1,203.756200,203.756200,490.782612
windows-mingw64,4096,hybrid,encrypt,104857600,29,1,207.753600,207.753600,481.339433
windows-mingw64,4096,hybrid,encrypt,104857600,30,1,204.309700,204.309700,489.453022
windows-mingw64,4096,hybrid,decrypt,104857600,1,1,515.691100,515.691100,193.914535
windows-mingw64,4096,hybrid,decrypt,104857600,2,1,505.730400,505.730400,197.733812
windows-mingw64,4096,hybrid,decrypt,104857600,3,1,500.740000,500.740000,199.704437
windows-mingw64,4096,hybrid,decrypt,104857600,4,1,510.405500,510.405500,195.922654
windows-mingw64,4096,hybrid,decrypt,104857600,5,1,502.236500,502.236500,199.109384
windows-mingw64,4096,hybrid,decrypt,104857600,6,1,523.142300,523.142300,191.152579
windows-mingw64,4096,hybrid,decrypt,104857600,7,1,584.372100,584.372100,171.123844
windows-mingw64,4096,hybrid,decrypt,104857600,8,1,567.037100,567.037100,176.355304
windows-mingw64,4096,hybrid,decrypt,104857600,9,1,571.998600,571.998600,174.825603
windows-mingw64,4096,hybrid,decrypt,104857600,10,1,601.284200,601.284200,166.310706
windows-mingw64,4096,hybrid,decrypt,104857600,11,1,630.614500,630.614500,158.575485
windows-mingw64,4096,hybrid,decrypt,104857600,12,1,545.231600,545.231600,183.408298
windows-mingw64,4096,hybrid,decrypt,104857600,13,1,643.438300,643.438300,155.415057
windows-mingw64,4096,hybrid,decrypt,104857600,14,1,649.448200,649.448200,153.976868
windows-mingw64,4096,hybrid,decrypt,104857600,15,1,652.705000,652.705000,153.208570
windows-mingw64,4096,hybrid,decrypt,104857600,16,1,623.497700,623.497700,160.385515
windows-mingw64,4096,hybrid,decrypt,104857600,17,1,616.098400,616.098400,162.311735
windows-mingw64,4096,hybrid,decrypt,104857600,18,1,626.105900,626.105900,159.717390
windows-mingw64,4096,hybrid,decrypt,104857600,19,1,627.927700,627.927700,159.254003
windows-mingw64,4096,hybrid,decrypt,104857600,20,1,637.948200,637.948200,156.752539
windows-mingw64,4096,hybrid,decrypt,104857600,21,1,608.199100,608.199100,164.419842
windows-mingw64,4096,hybrid,decrypt,104857600,22,1,642.429900,642.429900,155.659007
windows-mingw64,4096,hybrid,decrypt,104857600,23,1,672.468300,672.468300,148.705894
windows-mingw64,4096,hybrid,decrypt,104857600,24,1,583.377800,583.377800,171.415505
windows-mingw64,4096,hybrid,decrypt,104857600,25,1,605.481800,605.481800,165.157731
windows-mingw64,4096,hybrid,decrypt,104857600,26,1,567.580100,567.580100,176.186586
windows-mingw64,4096,hybrid,decrypt,104857600,27,1,542.891800,542.891800,184.198767
windows-mingw64,4096,hybrid,decrypt,104857600,28,1,650.729600,650.729600,153.673661
windows-mingw64,4096,hybrid,decrypt,104857600,29,1,496.949600,496.949600,201.227650
windows-mingw64,4096,hybrid,decrypt,104857600,30,1,505.158300,505.158300,197.957749
